seed,seatOrder,botJ1,botJ2,winner,winnerFaction,reasonCategory,rounds,blocked,firstPlayerWon,dominationJ1,dominationJ2,unitsLeftJ1,unitsLeftJ2,producedJ1,producedJ2,spentJ1,spentJ2,unspentJ1,unspentJ2,passiveJ1,passiveJ2,decisiveUnit
greenwar-v0.2.6-489,2>1,random,random,1,Nourricières,tiebreak-ressources,6,0,0,2,2,7,7,24,13,10,8,19,10,0,0,haricot
greenwar-v0.2.6-490,2>1,random,random,2,Hydrophytes,domination,5,0,1,0,4,5,6,15,12,8,10,12,7,0,0,roseau
greenwar-v0.2.6-491,2>1,random,random,2,Hydrophytes,domination,5,0,1,0,4,6,4,17,9,8,4,14,10,0,0,roseau
greenwar-v0.2.6-492,2>1,random,random,2,Hydrophytes,domination,5,0,1,2,4,7,5,16,8,8,4,13,9,0,0,roseau
greenwar-v0.2.6-493,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,2,2,7,4,24,18,12,8,17,15,0,0,carotte
greenwar-v0.2.6-494,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,2,1,7,4,20,13,8,6,17,12,0,0,carotte
greenwar-v0.2.6-495,2>1,random,random,2,Hydrophytes,tiebreak-terrains,6,0,1,0,2,5,5,19,14,8,8,16,11,0,0,roseau
greenwar-v0.2.6-496,2>1,random,random,2,Hydrophytes,domination,5,0,1,3,5,6,6,17,15,8,8,14,12,0,0,roseau
greenwar-v0.2.6-497,2>1,random,random,2,Hydrophytes,tiebreak-ressources,6,0,1,1,1,3,3,15,18,6,8,14,15,0,0,roseau
greenwar-v0.2.6-498,2>1,random,random,1,Nourricières,tiebreak-terrains,6,0,0,2,0,7,4,23,18,12,8,16,15,0,0,carotte
greenwar-v0.2.6-499,2>1,random,random,1,Nourricières,tiebreak-unites,6,0,0,2,2,7,5,23,15,10,10,18,10,0,0,tomate
